ID,TRACT,GEOID,label,nhousingUn,nMobileHom,yearBuilt,nBadPlumbi,nBadKitche,nRooms,nBedrooms,medHHinc,Population,MedianAge,PopInHouse,nHousehold,Families
31,000102,6039000102,"Census Tract 1.02, Madera County, California",3035,381,1978,37,40,5.2,2.708072,35858,4278,45.8,4275,1751,1289
32,000102,6053000102,"Census Tract 1.02, Monterey County, California",1847,0,1977,9,15,5.4,2.63725,55545,7390,29.6,7380,1832,1673
33,000102,6057000102,"Census Tract 1.02, Nevada County, California",2600,27,1984,0,0,6,2.989231,57014,6299,47.4,6299,2501,2022
34,000102,6083000102,"Census Tract 1.02, Santa Barbara County, California",2289,136,1968,7,7,4.1,2.018785,43653,5315,37.6,5152,2240,1215
35,000102,6099000102,"Census Tract 1.02, Stanislaus County, California",1226,129,1981,0,4,6.5,3.112561,76475,3435,40.1,3425,1176,974
36,000103,6015000103,"Census Tract 1.03, Del Norte County, California",3547,871,1976,45,19,4.9,2.467155,30337,8667,36.4,8568,3204,2253
37,000103,6039000103,"Census Tract 1.03, Madera County, California",2492,219,1981,37,45,5.2,2.541332,35803,5091,45.8,4956,2037,1485
38,000103,6053000103,"Census Tract 1.03, Monterey County, California",1475,0,1996,0,47,3.8,1.897627,51518,3478,29.8,3478,1128,841
39,000103,6057000103,"Census Tract 1.03, Nevada County, California",2977,90,1982,7,7,6.1,3.032583,53134,7523,44.8,7523,2810,2294
40,000103,6071000103,"Census Tract 1.03, San Bernardino County, California",1725,0,1987,0,0,4.8,2.607536,64206,4779,31.9,4779,1682,1243
41,000103,6083000103,"Census Tract 1.03, Santa Barbara County, California",1241,16,1969,0,6,6.4,3.323127,82952,3084,47.4,3071,1195,892
42,000104,6039000104,"Census Tract 1.04, Madera County, California",2297,326,1980,16,38,5.3,2.610361,36577,4662,46.6,4656,1972,1382
43,000104,6053000104,"Census Tract 1.04, Monterey County, California",935,0,1975,0,0,6,3.180749,60673,3214,33.1,3189,902,798
44,000104,6057000104,"Census Tract 1.04, Nevada County, California",1546,758,1978,10,10,5.2,2.477361,38036,3356,49.1,3350,1478,969
45,000104,6071000104,"Census Tract 1.04, San Bernardino County, California",1889,16,1986,0,0,6.7,3.439915,86763,6560,34.6,6560,1870,1690
46,000105,6039000105,"Census Tract 1.05, Madera County, California",5235,648,1989,142,108,5.6,2.71404,43012,11703,44.2,11688,4514,3539
47,000105,6057000105,"Census Tract 1.05, Nevada County, California",1048,128,1979,0,5,5.5,2.812977,39743,2723,42.8,2723,982,775
48,000105,6071000105,"Census Tract 1.05, San Bernardino County, California",1631,0,1993,0,0,7.2,3.838749,91508,6095,32.4,5944,1621,1499
49,000106,6071000106,"Census Tract 1.06, San Bernardino County, California",3584,114,1993,0,28,7.2,3.741071,91756,11989,34.6,11989,3544,3154
50,000107,6071000107,"Census Tract 1.07, San Bernardino County, California",870,0,1977,0,9,6.1,3.305747,8e4,2982,32.1,2982,831,750
51,000108,6071000108,"Census Tract 1.08, San Bernardino County, California",1615,0,1986,0,9,5.8,2.83096,75616,4905,31.4,4905,1611,1302
52,000109,6071000109,"Census Tract 1.09, San Bernardino County, California",2111,0,1976,10,10,6.3,3.33586,77826,7093,32.9,7093,2091,1843
53,000110,6009000110,"Census Tract 1.10, Calaveras County, California",3577,541,1975,20,22,5.2,2.492871,37577,7733,44.1,7523,3232,2161
54,000110,6071000110,"Census Tract 1.10, San Bernardino County, California",3257,545,1983,21,22,5.1,2.531164,50979,10407,29.4,10407,3137,2428
55,000111,6071000111,"Census Tract 1.11, San Bernardino County, California",698,0,1982,0,0,6.7,3.190544,81433,2081,37.3,2081,677,547
56,000112,6071000112,"Census Tract 1.12, San Bernardino County, California",3302,7,1994,10,10,7,3.496366,87287,10872,31.3,10872,3235,2850
57,000120,6009000120,"Census Tract 1.20, Calaveras County, California",1730,263,1988,12,22,5.3,2.773988,41375,2997,44.1,2997,1195,894
58,0002,6005000200,"Census Tract 2, Amador County, California",2155,81,1976,28,25,5.3,2.485847,45280,4496,45.8,4495,1854,1340
59,0002,6011000200,"Census Tract 2, Colusa County, California",1655,127,1974,8,11,5.3,2.556495,36318,4534,34.1,4454,1574,1194
60,0002,6019000200,"Census Tract 2, Fresno County, California",745,0,1960,64,73,4,2.006711,13521,2566,22.7,2496,627,479
61,0002,6023000200,"Census Tract 2, Humboldt County, California",2552,0,1947,52,27,4.7,2.264107,23226,6027,33,5776,2408,1361
62,0002,6027000200,"Census Tract 2, Inyo County, California",871,184,1974,41,37,5.2,2.588978,47426,1627,44.1,1627,670,477
63,0002,6029000200,"Census Tract 2, Kern County, California",3100,9,1955,33,73,4.4,2.099677,24679,7543,29.7,7543,2816,1848
64,0002,6031000200,"Census Tract 2, Kings County, California",754,116,1966,6,4,5.6,2.789125,41190,2297,34.7,2242,717,579
65,0002,6039000200,"Census Tract 2, Madera County, California",1457,294,1970,10,10,5.3,2.525051,33289,11334,35.3,4512,1348,1078
66,0002,6043000200,"Census Tract 2, Mariposa County, California",1597,575,1979,100,106,5,2.369443,31513,2834,46.4,2820,1171,841
67,0002,6047000200,"Census Tract 2, Merced County, California",3236,312,1981,89,49,4.9,2.552843,39832,11385,28,11271,3085,2611
68,0002,6049000200,"Census Tract 2, Modoc County, California",992,227,1958,46,62,5.3,2.525202,28148,1965,39.1,1960,759,539
69,0002,6051000200,"Census Tract 2, Mono County, California",7966,183,1978,38,36,4.4,2.241275,44570,7094,32.2,6876,2815,1516
70,0002,6053000200,"Census Tract 2, Monterey County, California",1804,5,1963,0,0,4.8,2.35255,46190,6922,28,6892,1765,1475
71,0002,6057000200,"Census Tract 2, Nevada County, California",898,68,1984,7,9,5.6,2.730512,54167,2229,45.3,2229,832,656
72,0002,6067000200,"Census Tract 2, Sacramento County, California",1831,0,1945,0,0,5.2,2.466412,57566,3459,41.1,3408,1747,870
73,0002,6069000200,"Census Tract 2, San Benito County, California",1932,143,1971,10,38,5.3,2.597826,53807,5437,37,5425,1813,1356
74,0002,6073000200,"Census Tract 2, San Diego County, California",3371,0,1954,11,23,4.2,1.867992,48780,5984,39.9,5887,3241,1194
75,0002,6083000200,"Census Tract 2, Santa Barbara County, California",2208,0,1962,0,24,4.1,2.024004,50254,4467,43.1,4439,2147,1078
76,0002,6093000200,"Census Tract 2, Siskiyou County, California",904,220,1967,13,13,5,2.451327,24583,1884,36.6,1884,715,518
77,0002,6103000200,"Census Tract 2, Tehama County, California",2074,515,1984,23,20,5.4,2.710704,38948,5324,40.2,5324,1937,1532
78,0002,6105000200,"Census Tract 2, Trinity County, California",1380,315,1975,57,104,4.5,2.096377,26646,2076,44.9,2050,907,575
79,0002,6111000200,"Census Tract 2, Ventura County, California",645,20,1965,6,9,4.7,2.555039,38869,2380,28.5,2297,605,506
80,000201,6007000201,"Census Tract 2.01, Butte County, California",1647,325,1978,12,6,4.7,2.175471,36086,3700,32.8,3689,1572,904
81,000201,6015000201,"Census Tract 2.01, Del Norte County, California",1314,453,1975,0,0,5.4,2.761035,41445,6592,35,3251,1211,922
82,000201,6063000201,"Census Tract 2.01, Plumas County, California",1633,195,1985,22,46,5.4,2.489896,50040,1810,54.6,1810,882,606
83,000201,6071000201,"Census Tract 2.01, San Bernardino County, California",1347,108,1970,12,31,4.4,2.230141,40436,4560,27.8,4514,1285,967
84,000201,6099000201,"Census Tract 2.01, Stanislaus County, California",2253,0,1971,2,0,5.4,2.620506,42456,5753,37.4,5697,2188,1568
85,000201,6107000201,"Census Tract 2.01, Tulare County, California",1868,122,1976,17,24,4.5,2.37955,30710,7905,25.2,7905,1802,1575
86,000202,6007000202,"Census Tract 2.02, Butte County, California",1716,495,1975,0,86,4.3,2.036131,31522,3525,39.8,3416,1646,829
87,000202,6015000202,"Census Tract 2.02, Del Norte County, California",1824,659,1975,23,7,4.7,2.206689,30496,3773,42.4,3730,1510,1051
88,000202,6063000202,"Census Tract 2.02, Plumas County, California",1218,101,1972,7,60,5,2.237274,43480,1305,44,1305,582,367
89,000202,6071000202,"Census Tract 2.02, San Bernardino County, California",4760,18,1960,20,25,5.6,2.773319,47837,17494,31.4,17032,4669,3701
90,000202,6099000202,"Census Tract 2.02, Stanislaus County, California",1199,6,1967,5,0,4.4,2.120934,32289,3377,31.8,3260,1152,821
91,000202,6107000202,"Census Tract 2.02, Tulare County, California",591,116,1964,3,0,5.2,2.553299,32778,2069,30.3,2059,565,480
92,000203,6015000203,"Census Tract 2.03, Del Norte County, California",600,250,1970,15,18,4.9,2.301667,31953,1203,39.6,1029,431,284
93,000203,6099000203,"Census Tract 2.03, Stanislaus County, California",2720,236,1981,8,19,5,2.527206,38714,7238,34.6,7232,2617,1915
94,000210,6009000210,"Census Tract 2.10, Calaveras County, California",3016,376,1985,20,13,5.5,2.749668,47325,7542,41.3,7542,2774,2167
95,000220,6009000220,"Census Tract 2.20, Calaveras County, California",1650,69,1986,0,9,5.5,2.752727,48512,4290,40.3,4284,1531,1258
96,0003,6007000300,"Census Tract 3, Butte County, California",1801,205,1974,21,23,4.1,1.918934,24583,4109,33.8,3725,1721,853
97,0003,6009000300,"Census Tract 3, Calaveras County, California",3113,427,1976,102,72,4.9,2.382589,34986,6658,45.5,6453,2794,1847
98,0003,6011000300,"Census Tract 3, Colusa County, California",1358,120,1971,40,26,4.8,2.204713,36432,4581,28.9,4331,1263,995
99,0003,6019000300,"Census Tract 3, Fresno County, California",1117,0,1958,19,12,4.4,2.217547,16437,3472,28.3,3472,1051,709
100,0003,6023000300,"Census Tract 3, Humboldt County, California",2247,16,1957,24,24,5.1,2.542946,32169,5334,37.2,5323,2134,1352
101,0003,6027000300,"Census Tract 3, Inyo County, California",1119,86,1969,17,12,6.1,3,57212,2612,47.1,2610,1059,829
102,0003,6029000300,"Census Tract 3, Kern County, California",1803,225,1959,21,64,4.4,2.09706,22912,4010,34,4010,1648,979
103,0003,6031000300,"Census Tract 3, Kings County, California",1391,0,1989,0,0,5.4,2.720345,30449,5753,22,4663,1310,1288
104,0003,6033000300,"Census Tract 3, Lake County, California",1638,535,1977,7,5,5.1,2.380342,40191,3540,44,3164,1324,884
105,0003,6039000300,"Census Tract 3, Madera County, California",2696,29,1967,20,9,4.9,2.350519,30139,7590,31,7502,2551,1897
106,0003,6043000300,"Census Tract 3, Mariposa County, California",2985,589,1981,115,105,5.1,2.460302,35487,5949,44.7,5937,2376,1769
107,0003,6049000300,"Census Tract 3, Modoc County, California",1370,533,1976,69,70,5.2,2.476642,33942,2677,44,2373,1011,707
108,0003,6053000300,"Census Tract 3, Monterey County, California",1335,0,1964,0,6,4.9,2.345318,44681,4109,32.1,4096,1311,1014
109,0003,6057000300,"Census Tract 3, Nevada County, California",903,78,1981,10,10,5.7,2.727575,51250,2189,47.3,2189,866,651
110,0003,6063000300,"Census Tract 3, Plumas County, California",2345,443,1976,29,44,4.8,2.220469,32097,4659,39.6,4638,1879,1295
111,0003,6067000300,"Census Tract 3, Sacramento County, California",1624,0,1939,13,6,5.6,2.559113,60500,3061,41.3,3061,1550,757
112,0003,6069000300,"Census Tract 3, San Benito County, California",925,23,1979,16,4,4.7,2.44973,49762,4063,26.8,4058,900,790
113,0003,6073000300,"Census Tract 3, San Diego County, California",2933,0,1965,8,12,3.4,1.526083,37444,4446,39.4,4278,2783,592
114,0003,6077000300,"Census Tract 3, San Joaquin County, California",1081,0,1964,19,19,2.9,1.230342,16383,2536,30.7,2457,996,535
115,0003,6083000300,"Census Tract 3, Santa Barbara County, California",3337,22,1961,0,28,3.3,1.41804,37762,7086,33.1,6756,3242,1259
116,0003,6093000300,"Census Tract 3, Siskiyou County, California",1896,556,1975,36,42,5,2.439346,27164,4021,43.7,3905,1600,1139
117,0003,6103000300,"Census Tract 3, Tehama County, California",1777,954,1977,89,83,4.9,2.34215,31813,3938,41.4,3812,1453,1070
118,0003,6105000300,"Census Tract 3, Trinity County, California",1638,484,1972,155,150,4.1,1.92674,22994,2847,43.6,2846,1235,769
119,000301,6005000301,"Census Tract 3.01, Amador County, California",586,104,1978,11,13,5.3,2.679181,48438,5655,35,1433,549,408
120,000301,6047000301,"Census Tract 3.01, Merced County, California",926,10,1984,13,8,4.6,2.358531,34667,3735,25.4,3735,898,795
121,000301,6071000301,"Census Tract 3.01, San Bernardino County, California",2041,203,1969,52,45,3.5,1.648212,28847,7938,25.3,7876,1957,1662
122,000301,6099000301,"Census Tract 3.01, Stanislaus County, California",655,16,1963,17,22,4.7,2.290076,27563,2048,31.5,2048,670,489
123,000301,6107000301,"Census Tract 3.01, Tulare County, California",1888,275,1966,22,10,5.6,2.631356,41467,5914,32.9,5798,1799,1502
124,000301,6111000301,"Census Tract 3.01, Ventura County, California",2181,43,1974,7,57,4.9,2.427327,49683,8766,28.9,8516,2178,1870
125,000302,6005000302,"Census Tract 3.02, Amador County, California",3005,435,1980,4,16,5.3,2.5797,43025,7067,38.4,7058,2694,1975
126,000302,6099000302,"Census Tract 3.02, Stanislaus County, California",870,18,1976,0,5,5.7,2.886207,53500,2856,30.3,2752,851,704
127,000302,6107000302,"Census Tract 3.02, Tulare County, California",847,319,1972,19,22,4.4,2.249115,25483,3356,24.3,3343,791,687
128,000302,6111000302,"Census Tract 3.02, Ventura County, California",2131,314,1963,18,50,4.8,2.157672,42269,6379,32.3,6379,2077,1550
129,000303,6047000303,"Census Tract 3.03, Merced County, California",671,109,1961,0,0,5.3,2.748137,35947,2028,30,2028,619,496
130,000303,6071000303,"Census Tract 3.03, San Bernardino County, California",1772,826,1974,20,0,4.6,2.103837,33829,6494,26.9,6445,1679,1349
131,000303,6099000303,"Census Tract 3.03, Stanislaus County, California",1496,181,1989,30,17,5.3,2.725936,47156,5071,30.3,5040,1446,1249
132,000304,6047000304,"Census Tract 3.04, Merced County, California",1748,36,1977,37,9,4.2,2.346682,30732,7459,25.2,7422,1708,1518
133,000304,6071000304,"Census Tract 3.04, San Bernardino County, California",1284,106,1973,14,14,4.4,2.318536,36928,4297,29.9,4283,1234,983
134,000304,6099000304,"Census Tract 3.04, Stanislaus County, California",1294,33,1989,7,27,5,2.61592,44216,4740,26.5,4740,1201,1061
135,0004,6007000400,"Census Tract 4, Butte County, California",2866,328,1984,0,5,5.4,2.663643,47536,6870,36.5,6816,2730,1860
136,0004,6009000400,"Census Tract 4, Calaveras County, California",2351,279,1974,46,66,4.6,2.179923,29848,4308,47.4,4304,1843,1206
137,0004,6011000400,"Census Tract 4, Colusa County, California",1184,210,1971,38,34,4.9,2.456081,32317,2607,35,2495,916,673
138,0004,6019000400,"Census Tract 4, Fresno County, California",1294,0,1952,17,33,4.3,2.017002,22966,5495,24.8,5015,1180,964
139,0004,6023000400,"Census Tract 4, Humboldt County, California",1583,272,1970,10,0,5.1,2.457991,32686,3801,37.9,3765,1521,995
140,0004,6027000400,"Census Tract 4, Inyo County, California",2495,510,1966,35,49,4.1,1.980361,27180,5165,37.1,5088,2251,1234
141,0004,6029000400,"Census Tract 4, Kern County, California",2027,818,1966,27,41,3.9,1.725703,17097,4188,33.8,4147,1719,987
142,0004,6033000400,"Census Tract 4, Lake County, California",2855,583,1973,27,15,4.7,2.215762,31269,5690,39.5,5564,2328,1468
143,0004,6039000400,"Census Tract 4, Madera County, California",494,102,1965,2,0,5,2.348178,32557,1559,29.3,1554,455,369
144,0004,6043000400,"Census Tract 4, Mariposa County, California",1248,44,1965,14,14,4.5,2.05609,41836,2265,34.6,1137,521,272
145,0004,6047000400,"Census Tract 4, Merced County, California",3178,513,1978,19,63,5.2,2.678099,40755,9362,33.7,9349,3039,2473
146,0004,6049000400,"Census Tract 4, Modoc County, California",764,111,1955,21,25,5.1,2.534031,28839,1301,46.7,1278,574,373
147,0004,6053000400,"Census Tract 4, Monterey County, California",2361,81,1970,36,16,3.2,1.561626,34162,6804,27.6,6718,2262,1547
148,0004,6063000400,"Census Tract 4, Plumas County, California",1590,326,1968,39,59,4.7,2.2,28828,2929,43.7,2909,1232,811
149,0004,6067000400,"Census Tract 4, Sacramento County, California",2331,0,1952,0,0,3.6,1.54526,35012,3909,32.8,3868,2253,641
150,0004,6069000400,"Census Tract 4, San Benito County, California",1983,18,1956,50,44,4.7,2.214322,42017,6234,29.2,6222,1918,1417
151,0004,6073000400,"Census Tract 4, San Diego County, California",2208,0,1970,0,0,3.1,1.328351,36717,3466,33.9,3185,2136,363
152,0004,6083000400,"Census Tract 4, Santa Barbara County, California",2431,0,1945,25,34,4.1,2.052242,48780,4854,40.8,4676,2345,971
153,0004,6093000400,"Census Tract 4, Siskiyou County, California",427,126,1971,18,21,4.6,2.18267,26818,752,47.9,752,334,210
154,0004,6103000400,"Census Tract 4, Tehama County, California",1855,479,1982,18,21,5.8,2.807547,44964,4493,45,4471,1742,1355
155,0004,6105000400,"Census Tract 4, Trinity County, California",865,308,1975,102,69,3.9,1.919075,24474,838,44.5,833,351,241
156,0004,6111000400,"Census Tract 4, Ventura County, California",1743,106,1960,32,33,4.5,2.130235,42348,6597,29.2,6554,1690,1402
157,000401,6005000401,"Census Tract 4.01, Amador County, California",2100,237,1977,7,11,5.2,2.481905,40287,4480,48,4376,1941,1264
158,000401,6057000401,"Census Tract 4.01, Nevada County, California",2700,14,1985,0,0,6.1,2.926296,55285,5657,54.4,5657,2448,1920
159,000401,6071000401,"Census Tract 4.01, San Bernardino County, California",1829,6,1973,18,18,6.1,3.270093,59883,6418,31.5,6336,1779,1552
160,000401,6077000401,"Census Tract 4.01, San Joaquin County, California",1418,0,1940,0,8,5.1,2.117772,41977,3403,35.2,3342,1365,831
161,000401,6107000401,"Census Tract 4.01, Tulare County, California",1118,131,1977,23,14,4.9,2.52415,34276,4019,25.6,4019,1071,918
162,000402,6005000402,"Census Tract 4.02, Amador County, California",2057,143,1978,18,18,5.3,2.476908,46250,4666,48.2,4448,1876,1374
163,000402,6031000402,"Census Tract 4.02, Kings County, California",1239,245,1977,0,14,5.7,2.824052,51250,3680,32.2,3680,1154,946
164,000402,6057000402,"Census Tract 4.02, Nevada County, California",2476,479,1981,10,15,5.4,2.623183,44004,6090,42.7,6087,2333,1719
165,000402,6071000402,"Census Tract 4.02, San Bernardino County, California",3144,275,1979,30,123,4.8,2.333969,41612,8383,35.2,8321,2893,2047
166,000402,6077000402,"Census Tract 4.02, San Joaquin County, California",2205,0,1954,5,38,3.1,1.263946,13940,4982,30.4,4698,1989,983
167,000402,6099000402,"Census Tract 4.02, Stanislaus County, California",1522,184,1976,14,0,5.8,2.879763,57228,4151,37.6,4151,1480,1189
168,000402,6107000402,"Census Tract 4.02, Tulare County, California",1743,175,1976,0,6,5.4,2.567413,37871,5375,30.4,5375,1748,1382
169,000403,6031000403,"Census Tract 4.03, Kings County, California",1785,166,1976,7,0,5.2,2.484034,41900,5356,28.1,5356,1683,1318
170,000403,6099000403,"Census Tract 4.03, Stanislaus County, California",1311,292,1979,14,14,6.3,3.061785,52288,3689,37.6,3685,1284,988
171,000404,6031000404,"Census Tract 4.04, Kings County, California",2402,0,1983,25,17,5.5,2.84846,47076,6771,29.8,6769,2302,1739
172,000404,6099000404,"Census Tract 4.04, Stanislaus County, California",1841,434,1977,0,9,5,2.429115,34946,4317,39.8,4309,1764,1158
173,000405,6031000405,"Census Tract 4.05, Kings County, California",2045,101,1981,0,10,4.6,2.292421,33688,5764,25.1,5764,1900,1405
174,0005,6005000500,"Census Tract 5, Amador County, California",1285,96,1970,0,8,5.3,2.528405,46184,2660,45.4,2633,1165,776
175,0005,6009000500,"Census Tract 5, Calaveras County, California",7509,100,1982,53,19,5.5,2.711013,44158,7026,49.9,7026,3100,2214
176,0005,6011000500,"Census Tract 5, Colusa County, California",1106,34,1947,35,36,4.9,2.196203,31295,2649,32.9,2649,1000,656
177,0005,6019000500,"Census Tract 5, Fresno County, California",2117,8,1966,25,33,3.3,1.516769,17341,7372,22.7,7180,1931,1431
178,0005,6023000500,"Census Tract 5, Humboldt County, California",1924,42,1953,26,33,3.7,1.777027,20884,4108,35.2,3472,1773,716
179,0005,6027000500,"Census Tract 5, Inyo County, California",1355,318,1968,30,31,5,2.386716,36055,2612,44.5,2568,1105,741
180,0005,6031000500,"Census Tract 5, Kings County, California",1405,58,1971,12,6,5.2,2.550178,35634,4394,30.6,4362,1339,1093
181,0005,6033000500,"Census Tract 5, Lake County, California",3572,1540,1973,70,51,4.4,1.93841,24200,5533,45.9,5509,2534,1440
182,0005,6053000500,"Census Tract 5, Monterey County, California",2154,215,1974,9,10,3.2,1.494893,31898,9684,24.3,9621,2102,1794
183,0005,6063000500,"Census Tract 5, Plumas County, California",4123,231,1977,8,19,5.4,2.606355,39978,4680,48.9,4641,2063,1478
184,0005,6067000500,"Census Tract 5, Sacramento County, California",1984,0,1951,27,10,3,1.328125,24340,3298,31.4,3215,1773,513
185,0005,6069000500,"Census Tract 5, San Benito County, California",3220,16,1991,19,29,5.6,3.024224,62995,11413,29.6,11402,3158,2779
186,0005,6071000500,"Census Tract 5, San Bernardino County, California",4971,61,1977,16,32,5.7,2.919332,61837,17269,29.3,17248,4876,4128
187,0005,6073000500,"Census Tract 5, San Diego County, California",1729,0,1949,8,12,4,1.757085,42711,2756,37.7,2756,1662,456
188,0005,6077000500,"Census Tract 5, San Joaquin County, California",920,0,1953,15,36,3.9,1.728261,21886,2985,25.5,2958,871,610
189,0005,6093000500,"Census Tract 5, Siskiyou County, California",1362,413,1967,93,89,4.5,2.117474,22679,2182,44.8,2181,956,603
190,0005,6103000500,"Census Tract 5, Tehama County, California",2224,15,1957,13,0,5,2.438399,30678,5256,35.8,4985,2083,1280
191,0005,6111000500,"Census Tract 5, Ventura County, California",632,244,1970,9,1,5,2.28481,32031,2333,33.8,1766,610,418
192,000501,6007000501,"Census Tract 5.01, Butte County, California",1434,56,1982,0,0,5.9,2.793584,44375,3666,30,3653,1378,858
193,000501,6057000501,"Census Tract 5.01, Nevada County, California",2643,9,1966,22,53,4.5,2.146425,31216,5930,41.4,5604,2511,1427
194,000501,6083000501,"Census Tract 5.01, Santa Barbara County, California",1487,9,1959,14,6,6,2.912576,83074,3568,46,3491,1428,960
195,000501,6099000501,"Census Tract 5.01, Stanislaus County, California",2155,47,1992,0,0,6,3.186079,61585,6488,32,6488,2094,1772
196,000501,6107000501,"Census Tract 5.01, Tulare County, California",1661,17,1962,25,41,4.3,1.988561,27162,6456,24.5,6420,1565,1276
197,000502,6007000502,"Census Tract 5.02, Butte County, California",1836,94,1976,6,0,4.1,2.19281,17338,4365,22.8,4365,1801,620
198,000502,6039000502,"Census Tract 5.02, Madera County, California",2154,8,1979,17,9,4.7,2.339833,33009,7510,24.7,7485,2072,1698
199,000502,6057000502,"Census Tract 5.02, Nevada County, California",2155,287,1968,20,18,4.7,2.254292,31467,4505,41.9,4483,2031,1153
200,000502,6083000502,"Census Tract 5.02, Santa Barbara County, California",2494,0,1955,20,0,5.6,2.720128,72135,5756,43.5,5728,2392,1538
201,000502,6107000502,"Census Tract 5.02, Tulare County, California",607,15,1978,7,7,4.8,2.431631,35795,2817,26,2646,611,555
202,000503,6029000503,"Census Tract 5.03, Kern County, California",1019,0,1987,0,0,6.6,3.410206,77629,3224,36.3,3224,1000,922
203,000503,6039000503,"Census Tract 5.03, Madera County, California",1887,123,1991,7,7,5.7,2.889772,43822,5215,32.5,5163,1728,1366
204,000503,6047000503,"Census Tract 5.03, Merced County, California",630,122,1966,14,14,5.4,2.515873,31563,1902,31,1887,577,454
205,000503,6099000503,"Census Tract 5.03, Stanislaus County, California",1905,5,1984,6,6,4.8,2.439895,45227,5149,29.6,5140,1857,1281
206,000504,6029000504,"Census Tract 5.04, Kern County, California",1701,22,1976,5,5,5.1,2.425632,41198,4177,36.9,4153,1613,1151
207,000504,6047000504,"Census Tract 5.04, Merced County, California",1601,19,1974,33,74,4.5,2.158651,28621,5659,23.8,5659,1511,1254
208,000504,6099000504,"Census Tract 5.04, Stanislaus County, California",1937,14,1986,17,0,6,2.929788,61351,5080,37,4984,1841,1379
209,000505,6029000505,"Census Tract 5.05, Kern County, California",1413,16,1987,7,0,6.3,3.184006,80037,4083,39.4,4074,1407,1211
210,000505,6047000505,"Census Tract 5.05, Merced County, California",1479,252,1974,37,28,5,2.491548,34397,5153,29.9,4858,1380,1134
211,000505,6099000505,"Census Tract 5.05, Stanislaus County, California",1380,98,1978,0,0,5.5,2.682609,38029,4093,29.2,4075,1342,1001
212,000506,6029000506,"Census Tract 5.06, Kern County, California",396,19,1994,0,0,5.2,2.977273,48750,1270,26.4,1270,407,341
213,000506,6039000506,"Census Tract 5.06, Madera County, California",1543,47,1985,0,0,5.4,2.985742,41806,5485,30.2,5440,1493,1332
214,000506,6099000506,"Census Tract 5.06, Stanislaus County, California",1944,129,1977,13,12,4.9,2.354424,33990,4544,33.8,4544,1787,1184
215,000507,6029000507,"Census Tract 5.07, Kern County, California",619,132,1977,0,0,5.6,2.894992,56685,1540,46.7,1502,591,456
216,000507,6039000507,"Census Tract 5.07, Madera County, California",2002,219,1987,17,0,5.6,2.72028,41448,6955,29.7,6915,1911,1597
217,000507,6099000507,"Census Tract 5.07, Stanislaus County, California",2350,0,1991,6,0,5.8,3.022553,55696,8033,29.3,7919,2255,1958
218,000508,6039000508,"Census Tract 5.08, Madera County, California",1645,136,1981,9,0,5.5,2.813374,39063,6080,30.3,5694,1569,1333
219,000508,6099000508,"Census Tract 5.08, Stanislaus County, California",1239,131,1968,28,16,5.8,2.764326,51384,3549,34.1,3549,1163,939
220,000509,6039000509,"Census Tract 5.09, Madera County, California",1630,14,1984,0,0,6.3,3.214724,57661,5061,37.5,5053,1589,1403
221,0006,6019000600,"Census Tract 6, Fresno County, California",2150,0,1956,39,35,3.1,1.355814,12085,6769,25,6276,1868,1195
222,0006,6023000600,"Census Tract 6, Humboldt County, California",2119,0,1952,0,0,5.4,2.588485,34014,4813,43,4567,2015,1219
223,0006,6027000600,"Census Tract 6, Inyo County, California",1402,355,1963,47,38,4.5,2.033524,25863,2479,42.9,2447,1076,670
224,0006,6029000600,"Census Tract 6, Kern County, California",2933,409,1974,53,86,3.9,1.723832,18777,7026,26.8,6457,2564,1563
225,0006,6033000600,"Census Tract 6, Lake County, California",3183,635,1974,29,34,4.9,2.230914,28465,4014,52.2,4000,1912,1112
226,0006,6053000600,"Census Tract 6, Monterey County, California",1480,32,1959,20,32,2.5,1.136486,33044,7614,24,7583,1457,1328
227,0006,6057000600,"Census Tract 6, Nevada County, California",2724,269,1971,7,0,4.4,2.053965,27862,5824,37.6,5734,2608,1457
228,0006,6067000600,"Census Tract 6, Sacramento County, California",603,6,1952,7,38,2.7,1.220564,17341,908,33.9,908,525,139
229,0006,6069000600,"Census Tract 6, San Benito County, California",2317,0,1983,8,8,5.9,3.073802,67143,7447,31.5,7385,2289,1926
230,0006,6073000600,"Census Tract 6, San Diego County, California",1922,0,1967,19,5,3.4,1.488033,36088,2963,37.4,2913,1844,393
231,0006,6077000600,"Census Tract 6, San Joaquin County, California",660,7,1949,14,42,3.7,1.657576,18885,2423,23.2,2381,586,452
232,0006,6083000600,"Census Tract 6, Santa Barbara County, California",2389,0,1958,15,23,5.4,2.508581,61940,5006,44.2,4983,2290,1252
233,0006,6093000600,"Census Tract 6, Siskiyou County, California",883,177,1972,26,16,5.1,2.506229,30076,1749,44.5,1748,758,509
234,0006,6103000600,"Census Tract 6, Tehama County, California",2493,590,1974,35,21,4.7,2.284396,30523,5257,39.8,5208,2247,1432
235,0006,6107000600,"Census Tract 6, Tulare County, California",1338,70,1967,109,105,4.7,2.301196,26028,5567,24.4,5566,1219,1085
236,0006,6111000600,"Census Tract 6, Ventura County, California",1795,33,1958,11,24,3.1,1.469081,28611,6066,27,6026,1725,1254
237,000601,6007000601,"Census Tract 6.01, Butte County, California",1144,31,1973,0,0,5.7,2.706294,45240,2881,35,2881,1114,763
