ID,TRACT,GEOID,label,nhousingUn,nMobileHom,yearBuilt,nBadPlumbi,nBadKitche,nRooms,nBedrooms,medHHinc,Population,MedianAge,PopInHouse,nHousehold,Families
4325,2011,6055201100,"Census Tract 2011, Napa County, California",1721,40,1969,6,6,6.2,2.96165,71696,4186,44.3,4148,1584,1200
4326,201110,6037201110,"Census Tract 2011.10, Los Angeles County, California",469,16,1949,0,7,3.5,1.658849,34531,1787,31.2,1721,436,353
4327,201120,6037201120,"Census Tract 2011.20, Los Angeles County, California",1496,0,1960,0,38,3.5,1.739973,31628,5238,27.5,5238,1425,1135
4328,2012,6037201200,"Census Tract 2012, Los Angeles County, California",728,0,1953,12,13,3.7,1.825549,24611,2655,27.4,2655,691,586
4329,2012,6055201200,"Census Tract 2012, Napa County, California",2047,808,1974,0,0,5.5,2.724475,48031,4945,49,4573,1945,1255
4330,2013,6055201300,"Census Tract 2013, Napa County, California",1133,300,1978,4,0,4.8,2.265666,46944,2916,60.4,2044,1048,553
4331,201301,6037201301,"Census Tract 2013.01, Los Angeles County, California",984,5,1952,7,12,4,1.943089,33144,3678,29.3,3589,944,796
4332,201302,6037201302,"Census Tract 2013.02, Los Angeles County, California",1856,0,1984,5,8,4,1.835129,57398,3642,39.2,3642,1794,833
4333,2014,6055201400,"Census Tract 2014, Napa County, California",3460,84,1970,16,9,6,2.81474,82590,7336,47.4,7266,2905,2214
4334,201401,6037201401,"Census Tract 2014.01, Los Angeles County, California",1324,9,1959,23,20,3.6,1.891239,34234,4738,28,4738,1261,1028
4335,201402,6037201402,"Census Tract 2014.02, Los Angeles County, California",1401,0,1951,14,20,4.7,2.003569,39769,4484,34.6,4484,1372,1064
4336,2015,6055201500,"Census Tract 2015, Napa County, California",1111,25,1962,0,12,5.8,2.793879,7e4,2252,44.7,2241,895,630
4337,201501,6037201501,"Census Tract 2015.01, Los Angeles County, California",1584,6,1949,25,27,4.1,1.794823,35938,5744,28.5,5706,1537,1314
4338,201503,6037201503,"Census Tract 2015.03, Los Angeles County, California",960,6,1955,0,0,3.4,1.530208,27383,3403,26.8,3394,898,744
4339,201504,6037201504,"Census Tract 2015.04, Los Angeles County, California",604,6,1953,12,13,3.8,1.675497,30924,2422,27.4,2422,593,513
4340,2016,6037201600,"Census Tract 2016, Los Angeles County, California",1474,0,1955,0,18,4.3,2.048847,37822,5062,31.2,5018,1414,1167
4341,2016,6055201600,"Census Tract 2016, Napa County, California",2708,161,1972,0,71,5.2,2.425775,58902,5951,39.9,5899,2381,1482
4342,2017,6037201700,"Census Tract 2017, Los Angeles County, California",1411,0,1957,15,10,3.4,1.681077,35167,4438,29.5,4385,1364,994
4343,2017,6055201700,"Census Tract 2017, Napa County, California",2011,95,1962,0,24,5.4,2.604674,62825,5637,33.6,4636,1803,1269
4344,2018,6055201800,"Census Tract 2018, Napa County, California",962,241,1978,23,20,5,2.497921,53125,1635,40.6,1631,645,437
4345,2019,6055201900,"Census Tract 2019, Napa County, California",671,4,1965,8,22,5.4,2.5693,56696,1332,45.1,1245,529,341
4346,2020,6055202e3,"Census Tract 2020, Napa County, California",2249,554,1972,11,0,4.7,2.087594,38454,5190,38.1,5123,2042,1243
4347,2031,6037203100,"Census Tract 2031, Los Angeles County, California",1168,7,1952,38,25,3.5,1.771404,19365,4893,21.5,4892,1133,1013
4348,2032,6037203200,"Census Tract 2032, Los Angeles County, California",1285,0,1957,39,27,3.1,1.39144,28586,4961,25.1,4961,1201,1018
4349,2033,6037203300,"Census Tract 2033, Los Angeles County, California",211,0,1958,0,0,2.6,1.170616,17125,1295,17.5,665,199,146
4350,2035,6037203500,"Census Tract 2035, Los Angeles County, California",1212,0,1953,46,72,2.8,1.209571,23452,3993,29.7,3815,1115,818
4351,2036,6037203600,"Census Tract 2036, Los Angeles County, California",1584,6,1953,25,51,2.9,1.291667,23675,6554,26.4,5995,1496,1224
4352,203710,6037203710,"Census Tract 2037.10, Los Angeles County, California",852,7,1958,23,0,3.1,1.438967,25075,3473,25.3,3465,800,694
4353,203720,6037203720,"Census Tract 2037.20, Los Angeles County, California",1136,0,1946,31,63,3,1.299296,23765,4344,25.2,4344,1077,870
4354,2038,6037203800,"Census Tract 2038, Los Angeles County, California",1200,0,1950,47,44,3.7,1.756667,27775,4898,26.1,4897,1139,973
4355,2039,6037203900,"Census Tract 2039, Los Angeles County, California",726,18,1948,18,18,3.5,1.590909,31354,3076,28.1,3061,708,601
4356,204110,6037204110,"Census Tract 2041.10, Los Angeles County, California",843,0,1952,9,5,3.2,1.618031,27585,3117,27.1,3117,797,654
4357,204120,6037204120,"Census Tract 2041.20, Los Angeles County, California",708,6,1952,4,4,3.3,1.422316,26385,2769,26.9,2769,671,576
4358,2042,6037204200,"Census Tract 2042, Los Angeles County, California",966,0,1947,19,59,3.1,1.389234,21901,3280,26.2,3280,897,691
4359,2043,6037204300,"Census Tract 2043, Los Angeles County, California",1354,6,1951,68,60,3.2,1.507386,24808,4995,28,4892,1289,974
4360,204410,6037204410,"Census Tract 2044.10, Los Angeles County, California",648,0,1951,28,29,2.9,1.314815,22098,2490,25.2,2482,613,505
4361,204420,6037204420,"Census Tract 2044.20, Los Angeles County, California",1107,5,1952,88,180,2,0.801265,16511,3764,26.6,3650,1041,727
4362,2046,6037204600,"Census Tract 2046, Los Angeles County, California",1081,0,1946,8,30,3.2,1.425532,21875,4083,27.2,4018,1027,840
4363,2047,6037204700,"Census Tract 2047, Los Angeles County, California",1232,0,1949,46,38,3.6,1.659091,27135,4965,27.7,4953,1181,1013
4364,204810,6037204810,"Census Tract 2048.10, Los Angeles County, California",1077,4,1947,16,33,3.5,1.688951,29387,4451,27.1,4427,1050,883
4365,204820,6037204820,"Census Tract 2048.20, Los Angeles County, California",566,0,1946,6,6,3.9,1.830389,38125,2187,28.5,2182,517,430
4366,204910,6037204910,"Census Tract 2049.10, Los Angeles County, California",778,0,1953,0,14,3.7,1.64653,25e3,3223,26,3211,748,636
4367,204920,6037204920,"Census Tract 2049.20, Los Angeles County, California",640,11,1948,38,0,3.9,1.826563,31641,2637,27.5,2622,613,522
4368,205110,6037205110,"Census Tract 2051.10, Los Angeles County, California",898,0,1947,7,0,3.3,1.438753,28405,4098,23.3,4098,790,721
4369,205120,6037205120,"Census Tract 2051.20, Los Angeles County, California",966,5,1954,27,12,3.5,1.539337,18293,3880,24.6,3880,917,788
4370,206010,6037206010,"Census Tract 2060.10, Los Angeles County, California",933,0,1957,32,33,2.8,1.451233,19629,3276,29.9,3194,900,739
4371,206020,6037206020,"Census Tract 2060.20, Los Angeles County, California",15,0,1939,0,0,4.8,2,45625,10852,33.4,29,14,7
4372,206030,6037206030,"Census Tract 2060.30, Los Angeles County, California",319,0,1950,43,81,2.6,1.285266,24821,955,28.2,889,262,165
4373,206040,6037206040,"Census Tract 2060.40, Los Angeles County, California",1241,0,1946,42,104,2.3,1.078969,22143,3445,32.3,3009,1071,608
4374,206050,6037206050,"Census Tract 2060.50, Los Angeles County, California",862,12,1942,80,126,1.5,0.805104,29145,2488,34.4,2031,791,373
4375,2062,6037206200,"Census Tract 2062, Los Angeles County, California",1267,0,1976,204,304,1.7,0.77427,10959,3477,45.1,1597,1181,212
4376,2063,6037206300,"Census Tract 2063, Los Angeles County, California",1779,0,1939,720,1069,1.1,0.166948,7796,4995,42.1,1821,1560,75
4377,2071,6037207100,"Census Tract 2071, Los Angeles County, California",2294,0,1980,67,139,1.9,0.919791,14179,5753,44.5,5611,2207,1357
4378,2073,6037207300,"Census Tract 2073, Los Angeles County, California",3610,0,1939,1109,2257,1.1,0.339335,8125,3739,49.2,3672,3016,278
4379,2074,6037207400,"Census Tract 2074, Los Angeles County, California",7,0,1955,0,7,4,1,6250,1237,35,19,13,2
4380,2075,6037207500,"Census Tract 2075, Los Angeles County, California",3268,0,1982,23,15,2.2,0.906977,25721,4098,48.5,4092,2988,681
4381,207710,6037207710,"Census Tract 2077.10, Los Angeles County, California",627,0,1946,82,127,1.1,0.244019,11442,1229,45.4,1041,605,204
4382,2079,6037207900,"Census Tract 2079, Los Angeles County, California",1105,0,1991,14,43,2.3,0.971041,24554,1993,29.1,1815,933,351
4383,2080,6037208e3,"Census Tract 2080, Los Angeles County, California",1196,0,1961,29,52,2.5,1.184783,20489,4253,24.8,4236,1099,901
4384,2083,6037208300,"Census Tract 2083, Los Angeles County, California",2134,13,1955,104,141,2,0.772727,20089,6893,26.8,6732,1942,1369
4385,2084,6037208400,"Census Tract 2084, Los Angeles County, California",1899,0,1966,44,53,2.1,0.840442,18750,5958,28.5,5926,1776,1234
4386,2085,6037208500,"Census Tract 2085, Los Angeles County, California",1991,0,1964,104,101,2.2,0.913611,26493,6418,29.8,6240,1913,1447
4387,208610,6037208610,"Census Tract 2086.10, Los Angeles County, California",1468,0,1963,16,89,2.3,1.029973,29726,4354,30.7,4267,1386,908
